User_ID,User_Type,Start_Location,Temperature_C,Route_Preference,Hydration_Stops_Clicked,Premium_Plan_Purchased,Cooling_Kit_Revenue_AED,App_Rating,Total_Revenue_AED,Heat_Severity
10176,Tourist,Jumeirah,48,Shaded Walking,3,0,0.0,2,0.0,Extreme (>42°C)
10177,Daily Commuter,Marina,42,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10178,Daily Commuter,Deira,47,Indoor Shortcut,0,0,0.0,4,0.0,Extreme (>42°C)
10179,Leisure Resident,Jumeirah,43,Metro-Taxi Combo,2,0,0.0,4,0.0,Extreme (>42°C)
10180,Tourist,Jumeirah,46,Indoor Shortcut,3,1,0.0,5,20.0,Extreme (>42°C)
10181,Tourist,Downtown Dubai,35,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10182,Tourist,Deira,34,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10183,Leisure Resident,Marina,39,Indoor Shortcut,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10184,Leisure Resident,Jumeirah,34,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10185,Tourist,Jumeirah,39,Indoor Shortcut,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10186,Daily Commuter,Downtown Dubai,41,Indoor Shortcut,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10187,Leisure Resident,DIFC,48,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10188,Daily Commuter,Marina,39,Metro-Taxi Combo,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10189,Daily Commuter,Deira,42,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10190,Tourist,Jumeirah,36,Shaded Walking,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10191,Tourist,Jumeirah,44,Metro-Taxi Combo,0,0,0.0,5,0.0,Extreme (>42°C)
10192,Leisure Resident,Marina,36,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10193,Leisure Resident,DIFC,44,Shaded Walking,0,0,0.0,4,0.0,Extreme (>42°C)
10194,Daily Commuter,Jumeirah,37,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10195,Tourist,Marina,36,Indoor Shortcut,3,0,0.0,2,0.0,Moderate Summer (<42°C)
10196,Tourist,Downtown Dubai,40,Metro-Taxi Combo,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10197,Daily Commuter,DIFC,47,Shaded Walking,2,0,0.0,4,0.0,Extreme (>42°C)
10198,Leisure Resident,Deira,33,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10199,Leisure Resident,Jumeirah,32,Indoor Shortcut,2,1,0.0,4,20.0,Moderate Summer (<42°C)
10200,Daily Commuter,Marina,39,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10201,Daily Commuter,Downtown Dubai,42,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10202,Tourist,Deira,43,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10203,Tourist,Marina,43,Shaded Walking,3,0,0.0,2,0.0,Extreme (>42°C)
10204,Leisure Resident,Marina,38,Shaded Walking,3,1,75.0,4,95.0,Moderate Summer (<42°C)
10205,Daily Commuter,Deira,44,Metro-Taxi Combo,2,0,0.0,4,0.0,Extreme (>42°C)
10206,Tourist,Downtown Dubai,39,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10207,Tourist,Downtown Dubai,40,Indoor Shortcut,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10208,Daily Commuter,DIFC,38,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10209,Tourist,Jumeirah,46,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10210,Tourist,Deira,33,Indoor Shortcut,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10211,Daily Commuter,Deira,43,Shaded Walking,1,1,0.0,4,20.0,Extreme (>42°C)
10212,Daily Commuter,Deira,32,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10213,Daily Commuter,Downtown Dubai,39,Shaded Walking,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10214,Tourist,Jumeirah,36,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10215,Daily Commuter,DIFC,46,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10216,Tourist,Marina,32,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10217,Tourist,Marina,32,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10218,Daily Commuter,Deira,41,Shaded Walking,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10219,Daily Commuter,Jumeirah,41,Indoor Shortcut,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10220,Leisure Resident,Downtown Dubai,46,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10221,Daily Commuter,Jumeirah,48,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10222,Daily Commuter,Jumeirah,37,Indoor Shortcut,4,1,0.0,5,20.0,Moderate Summer (<42°C)
10223,Tourist,Downtown Dubai,34,Shaded Walking,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10224,Daily Commuter,Deira,44,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10225,Tourist,Jumeirah,47,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10226,Tourist,Marina,39,Shaded Walking,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10227,Leisure Resident,Downtown Dubai,46,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10228,Daily Commuter,DIFC,48,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10229,Leisure Resident,Deira,48,Metro-Taxi Combo,1,0,0.0,4,0.0,Extreme (>42°C)
10230,Daily Commuter,Downtown Dubai,44,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10231,Daily Commuter,DIFC,48,Indoor Shortcut,1,0,0.0,4,0.0,Extreme (>42°C)
10232,Daily Commuter,DIFC,37,Shaded Walking,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10233,Daily Commuter,Jumeirah,48,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10234,Daily Commuter,Jumeirah,47,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10235,Tourist,Jumeirah,45,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10236,Daily Commuter,Downtown Dubai,44,Metro-Taxi Combo,0,0,0.0,4,0.0,Extreme (>42°C)
10237,Tourist,Downtown Dubai,37,Shaded Walking,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10238,Tourist,Deira,34,Shaded Walking,2,1,0.0,4,20.0,Moderate Summer (<42°C)
10239,Daily Commuter,Jumeirah,45,Indoor Shortcut,0,1,0.0,5,20.0,Extreme (>42°C)
10240,Tourist,DIFC,45,Metro-Taxi Combo,3,0,0.0,3,0.0,Extreme (>42°C)
10241,Leisure Resident,Marina,46,Indoor Shortcut,4,0,0.0,5,0.0,Extreme (>42°C)
10242,Leisure Resident,Deira,39,Shaded Walking,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10243,Leisure Resident,Downtown Dubai,46,Metro-Taxi Combo,3,0,0.0,4,0.0,Extreme (>42°C)
10244,Daily Commuter,Deira,44,Indoor Shortcut,1,1,0.0,5,20.0,Extreme (>42°C)
10245,Tourist,Deira,48,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10246,Leisure Resident,Deira,34,Indoor Shortcut,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10247,Daily Commuter,Deira,37,Shaded Walking,2,0,0.0,1,0.0,Moderate Summer (<42°C)
10248,Leisure Resident,Marina,36,Shaded Walking,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10249,Leisure Resident,Jumeirah,48,Shaded Walking,0,1,0.0,4,20.0,Extreme (>42°C)
10250,Leisure Resident,DIFC,33,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10251,Tourist,Deira,46,Shaded Walking,4,1,0.0,5,20.0,Extreme (>42°C)
10252,Daily Commuter,Deira,36,Metro-Taxi Combo,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10253,Leisure Resident,Deira,37,Indoor Shortcut,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10254,Tourist,Jumeirah,37,Indoor Shortcut,2,1,0.0,5,20.0,Moderate Summer (<42°C)
